Query	KO_ID	KO_name,KO_definition	Hyperlink	Paths
LOC127970220	K07371	BLNK; B-cell linker protein	http://www.genome.jp/dbget-bin/www_bget?ko:K07371	ko04064;ko04380;ko04662;ko05169;ko05340
LOC127970224	K07520	ABLIM; actin-binding LIM protein	http://www.genome.jp/dbget-bin/www_bget?ko:K07520	ko04360
LOC127970226	K00789	metK, MAT; S-adenosylmethionine synthetase [EC:2.5.1.6]	http://www.genome.jp/dbget-bin/www_bget?ko:K00789	ko00270;ko00999;ko01100;ko01110;ko01230;ko01240
LOC127970227	K21846	TMEM150; transmembrane protein 150	http://www.genome.jp/dbget-bin/www_bget?ko:K21846	_
LOC127970233	K27448	interferon regulatory factor 2-binding protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K27448	_
LOC127970236	K08669	HTRA2, PRSS25; HtrA serine peptidase 2 [EC:3.4.21.108]	http://www.genome.jp/dbget-bin/www_bget?ko:K08669	ko04210;ko04214;ko04215;ko05012;ko05022
LOC127970237	K12474	LDLRAP1, ARH; low density lipoprotein receptor adapter protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K12474	ko04144;ko04979
LOC127970238	K22045	BCL11A; B-cell lymphoma/leukemia 11A	http://www.genome.jp/dbget-bin/www_bget?ko:K22045	_
LOC127970242	K07410	CYP1B1; cytochrome P450 family 1 subfamily B1 [EC:1.14.14.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K07410	ko00140;ko00380;ko00980;ko04913;ko05204;ko05206;ko05207;ko05208
LOC127970243	K00486	KMO; kynurenine 3-monooxygenase [EC:1.14.13.9]	http://www.genome.jp/dbget-bin/www_bget?ko:K00486	ko00380;ko01100;ko01240
LOC127970245	K23293	RMDN3, PTPIP51; regulator of microtubule dynamics protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K23293	_
LOC127970254	K12898	HNRNPF_H; heterogeneous nuclear ribonucleoprotein F/H	http://www.genome.jp/dbget-bin/www_bget?ko:K12898	_
LOC127970255	K27865	BEN domain-containing protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K27865	_
LOC127970260	K23500	SFXN1_3; sideroflexin-1/3	http://www.genome.jp/dbget-bin/www_bget?ko:K23500	_
LOC127970261	K25827	CCAR1; cell division cycle and apoptosis regulator protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K25827	_
LOC127970264	K04698	SOCS5; suppressor of cytokine signaling 5	http://www.genome.jp/dbget-bin/www_bget?ko:K04698	ko04630;ko04917
LOC127970278	K09532	DNAJC12; DnaJ homolog subfamily C member 12	http://www.genome.jp/dbget-bin/www_bget?ko:K09532	_
LOC127970279	K02265	COX5B; cytochrome c oxidase subunit 5b	http://www.genome.jp/dbget-bin/www_bget?ko:K02265	ko00190;ko01100;ko04260;ko04714;ko04932;ko05010;ko05012;ko05014;ko05016;ko05020;ko05022;ko05208;ko05415
LOC127970285	K16463	CEP170; centrosomal protein CEP170	http://www.genome.jp/dbget-bin/www_bget?ko:K16463	_
LOC127970286	K14078	SLC26A3, DRA; solute carrier family 26 (chloride anion exchanger), member 3	http://www.genome.jp/dbget-bin/www_bget?ko:K14078	ko04972;ko04978
LOC127970288	K05284	PIGM; GPI mannosyltransferase 1 subunit M [EC:2.4.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K05284	ko00563;ko01100
LOC127970289	K17928	SNX16; sorting nexin-16	http://www.genome.jp/dbget-bin/www_bget?ko:K17928	_
LOC127970292	K09067	ASCL; achaete-scute complex protein	http://www.genome.jp/dbget-bin/www_bget?ko:K09067	_
LOC127970293	K17702	SIPA1L2, SPAL2; signal-induced proliferation-associated 1 like protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K17702	ko04015
LOC127970295	K09407	FOXN; forkhead box protein N	http://www.genome.jp/dbget-bin/www_bget?ko:K09407	_
LOC127970301	K23196	ZBTB18_42; zinc finger and BTB domain-containing protein 18/42	http://www.genome.jp/dbget-bin/www_bget?ko:K23196	_
LOC127970303	K27319	short transmembrane mitochondrial protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K27319	_
LOC127970312	K11306	MYST4, KAT6B; histone acetyltransferase MYST4 [EC:2.3.1.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K11306	_
LOC127970317	K12484	RAB11FIP1_2_5; Rab11 family-interacting protein 1/2/5	http://www.genome.jp/dbget-bin/www_bget?ko:K12484	ko04144
LOC127970327	K17342	FBLN7; fibulin 7	http://www.genome.jp/dbget-bin/www_bget?ko:K17342	_
LOC127970329	K25808	KLHDC3; kelch domain-containing protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K25808	_
LOC127970331	K02222	SFRP5; secreted frizzled-related protein 5	http://www.genome.jp/dbget-bin/www_bget?ko:K02222	ko04310
LOC127970333	K25777	GOLGA7, GCP16; golgin subfamily A member 7	http://www.genome.jp/dbget-bin/www_bget?ko:K25777	_
LOC127970340	K05093	FGFR2, CD332; fibroblast growth factor receptor 2 [EC:2.7.10.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K05093	ko01521;ko04010;ko04014;ko04015;ko04020;ko04144;ko04151;ko04550;ko04810;ko05200;ko05215;ko05226;ko05230
LOC127970342	K21989	TMEM63, CSC1; calcium permeable stress-gated cation channel	http://www.genome.jp/dbget-bin/www_bget?ko:K21989	_
LOC127970343	K00685	ATE1; arginyl-tRNA---protein transferase [EC:2.3.2.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K00685	_
LOC127970345	K04687	IFNG; interferon gamma	http://www.genome.jp/dbget-bin/www_bget?ko:K04687	ko03050;ko04060;ko04066;ko04217;ko04350;ko04380;ko04612;ko04630;ko04650;ko04657;ko04658;ko04659;ko04660;ko04940;ko05140;ko05142;ko05143;ko05144;ko05145;ko05146;ko05152;ko05160;ko05164;ko05168;ko05200;ko05235;ko05321;ko05322;ko05323;ko05330;ko05332;ko05418
LOC127970346	K14715	SLC39A9, ZIP9; solute carrier family 39 (zinc transporter), member 9	http://www.genome.jp/dbget-bin/www_bget?ko:K14715	ko05010;ko05012
LOC127970352	K20289	COG2; conserved oligomeric Golgi complex subunit 2	http://www.genome.jp/dbget-bin/www_bget?ko:K20289	_
LOC127970356	K02685	PRI2; DNA primase large subunit	http://www.genome.jp/dbget-bin/www_bget?ko:K02685	ko03030
LOC127970357	K09821	AGT, SERPINA8; angiotensinogen	http://www.genome.jp/dbget-bin/www_bget?ko:K09821	ko04072;ko04080;ko04261;ko04270;ko04614;ko04924;ko04925;ko04927;ko04931;ko04933;ko04934;ko05200;ko05410;ko05414;ko05415
LOC127970364	K24686	ZFAND3; AN1-type zinc finger protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K24686	_
LOC127970366	K22827	MICU1; calcium uptake protein 1, mitochondrial	http://www.genome.jp/dbget-bin/www_bget?ko:K22827	_
LOC127970368	K02990	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	http://www.genome.jp/dbget-bin/www_bget?ko:K02990	ko03010
LOC127970373	K20192	HPS6; Hermansky-Pudlak syndrome 6 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K20192	_
LOC127970379	K12301	SLC17A5; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 5	http://www.genome.jp/dbget-bin/www_bget?ko:K12301	ko04142
LOC127970380	K03231	EEF1A; elongation factor 1-alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K03231	ko03013;ko05134;ko05140
LOC127970381	K27920	ubiquitin carboxyl-terminal hydrolase 54 [EC:3.4.19.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K27920	_
LOC127970382	K04930	KCNQ5, KV7.5; potassium voltage-gated channel KQT-like subfamily member 5	http://www.genome.jp/dbget-bin/www_bget?ko:K04930	ko04725
LOC127970387	K20821	BORCS7; BLOC-1 related complex subunit 7	http://www.genome.jp/dbget-bin/www_bget?ko:K20821	_
LOC127970389	K16302	CNNM; metal transporter CNNM	http://www.genome.jp/dbget-bin/www_bget?ko:K16302	_
LOC127970392	K19024	AP5S1; AP-5 complex subunit sigma-1	http://www.genome.jp/dbget-bin/www_bget?ko:K19024	_
LOC127970394	K11970	CUL9, PARC; cullin 9	http://www.genome.jp/dbget-bin/www_bget?ko:K11970	_
LOC127970397	K06540	ADAM8, CD156a; disintegrin and metalloproteinase domain-containing protein 8 [EC:3.4.24.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K06540	_
LOC127970400	K26050	MYOZ; myozenin	http://www.genome.jp/dbget-bin/www_bget?ko:K26050	_
LOC127970402	K04255	OPN4, Rh2_7; r-opsin	http://www.genome.jp/dbget-bin/www_bget?ko:K04255	_
LOC127970403	K05665	ABCC1; ATP-binding cassette, subfamily C (CFTR/MRP), member 1 [EC:7.6.2.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K05665	ko01523;ko02010;ko04071;ko04977;ko05206
LOC127970405	K04541	GNG4; guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4	http://www.genome.jp/dbget-bin/www_bget?ko:K04541	ko04014;ko04062;ko04151;ko04371;ko04713;ko04723;ko04724;ko04725;ko04726;ko04727;ko04728;ko04926;ko05032;ko05034;ko05163;ko05167;ko05170;ko05200
LOC127970410	K12648	MAVS, IPS1; mitochondrial antiviral-signaling protein	http://www.genome.jp/dbget-bin/www_bget?ko:K12648	ko04621;ko04622;ko04623;ko05160;ko05161;ko05162;ko05164;ko05168;ko05169;ko05171
LOC127970415	K05117	MERTK, MER; c-mer proto-oncogene tyrosine kinase [EC:2.7.10.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K05117	_
LOC127970416	K04248	LHCGR; lutropin-choriogonadotropic hormone receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K04248	ko04020;ko04024;ko04080;ko04913;ko04917
LOC127970418	K16341	BCL2L11, BIM; Bcl-2-like protein 11	http://www.genome.jp/dbget-bin/www_bget?ko:K16341	ko01521;ko04068;ko04151;ko04210;ko04215;ko04932;ko05169;ko05200;ko05206;ko05210
LOC127970423	K18050	PRKCE; novel protein kinase C epsilon type [EC:2.7.11.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K18050	ko04022;ko04071;ko04270;ko04371;ko04530;ko04666;ko04750;ko04925;ko04930;ko04931;ko04933;ko05131;ko05206
LOC127970426	K26409	IFI27, ISG12; interferon alpha-inducible protein 27	http://www.genome.jp/dbget-bin/www_bget?ko:K26409	_
LOC127970427	K26409	IFI27, ISG12; interferon alpha-inducible protein 27	http://www.genome.jp/dbget-bin/www_bget?ko:K26409	_
LOC127970428	K26409	IFI27, ISG12; interferon alpha-inducible protein 27	http://www.genome.jp/dbget-bin/www_bget?ko:K26409	_
LOC127970430	K03949	NDUFA5; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5	http://www.genome.jp/dbget-bin/www_bget?ko:K03949	ko00190;ko01100;ko04714;ko04723;ko04932;ko05010;ko05012;ko05014;ko05016;ko05020;ko05022;ko05208;ko05415
LOC127970434	K26471	LZTS2; leucine zipper putative tumor suppressor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K26471	ko04310
LOC127970436	K17459	PPP1R16B, TIMAP; protein phosphatase 1 regulatory inhibitor subunit 16B	http://www.genome.jp/dbget-bin/www_bget?ko:K17459	_
LOC127970444	K24938	CFAP46, TTC40; cilia- and flagella-associated protein 46	http://www.genome.jp/dbget-bin/www_bget?ko:K24938	_
LOC127970453	K11341	YEATS4, GAS41, YAF9; YEATS domain-containing protein 4	http://www.genome.jp/dbget-bin/www_bget?ko:K11341	_
LOC127970459	K19477	PRKG2; cGMP-dependent protein kinase 2 [EC:2.7.11.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K19477	ko04022;ko04540;ko04611;ko04713;ko04714;ko04730;ko04740;ko04923;ko04924;ko04970
LOC127970460	K04467	IKBKA, IKKA, CHUK; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]	http://www.genome.jp/dbget-bin/www_bget?ko:K04467	ko01523;ko04010;ko04014;ko04062;ko04064;ko04068;ko04150;ko04151;ko04210;ko04380;ko04620;ko04621;ko04622;ko04623;ko04625;ko04657;ko04658;ko04659;ko04660;ko04662;ko04668;ko04920;ko04936;ko05010;ko05120;ko05130;ko05131;ko05132;ko05135;ko05142;ko05145;ko05160;ko05161;ko05162;ko05163;ko05164;ko05165;ko05166;ko05167;ko05168;ko05169;ko05170;ko05171;ko05200;ko05208;ko05212;ko05215;ko05220;ko05221;ko05222;ko05235;ko05417;ko05418
LOC127970462	K12486	SMAP; stromal membrane-associated protein	http://www.genome.jp/dbget-bin/www_bget?ko:K12486	ko04144
LOC127970463	K15014	SLC29A1_2_3, ENT1_2_3; solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3	http://www.genome.jp/dbget-bin/www_bget?ko:K15014	ko05034
LOC127970466	K00698	CHS1; chitin synthase [EC:2.4.1.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K00698	ko00520;ko01100
LOC127970467	K22138	MPC1; mitochondrial pyruvate carrier 1	http://www.genome.jp/dbget-bin/www_bget?ko:K22138	ko05415
LOC127970469	K25473	BBOF1; basal body-orientation factor 1	http://www.genome.jp/dbget-bin/www_bget?ko:K25473	_
LOC127970474	K25642	CATSPERE; cation channel sperm-associated protein subunit epsilon	http://www.genome.jp/dbget-bin/www_bget?ko:K25642	_
LOC127970485	K23934	AHNAK; neuroblast differentiation-associated protein AHNAK	http://www.genome.jp/dbget-bin/www_bget?ko:K23934	ko05132
LOC127970486	K25968	MRAP2; melanocortin-2 receptor accessory protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K25968	ko04935
LOC127970493	K24895	DRGX, PRRXL1; dorsal root ganglia homeobox protein	http://www.genome.jp/dbget-bin/www_bget?ko:K24895	_
LOC127970497	K10031	CXCL12; C-X-C motif chemokine 12	http://www.genome.jp/dbget-bin/www_bget?ko:K10031	ko04060;ko04061;ko04062;ko04064;ko04360;ko04670;ko04672;ko04810;ko05163;ko05200;ko05323
LOC127970499	K10306	FBXO28; F-box protein 28	http://www.genome.jp/dbget-bin/www_bget?ko:K10306	_
LOC127970500	K09317	EMX; homeobox protein EMX	http://www.genome.jp/dbget-bin/www_bget?ko:K09317	_
LOC127970502	K09085	BHLHB1_6_7; class B basic helix-loop-helix protein 1/6/7	http://www.genome.jp/dbget-bin/www_bget?ko:K09085	_
LOC127970504	K05051	TAAR; trace amine associated receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K05051	ko04080
LOC127970506	K04245	CMKLR1; chemokine-like receptor 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04245	_
LOC127970507	K07497	K07497; putative transposase	http://www.genome.jp/dbget-bin/www_bget?ko:K07497	_
LOC127970508	K24020	PLEKHH; pleckstrin homology domain-containing family H	http://www.genome.jp/dbget-bin/www_bget?ko:K24020	_
LOC127970510	K01348	PLAU; urokinase plasminogen activator [EC:3.4.21.73]	http://www.genome.jp/dbget-bin/www_bget?ko:K01348	ko04064;ko04610;ko05202;ko05205;ko05206;ko05215
LOC127970515	K22371	G2H3; G2/M phase-specific E3 ubiquitin-protein ligase [EC:2.3.2.26]	http://www.genome.jp/dbget-bin/www_bget?ko:K22371	_
LOC127970522	K13536	MARCKSL1, MRP; MARCKS-related protein	http://www.genome.jp/dbget-bin/www_bget?ko:K13536	ko04666;ko05140
LOC127970523	K04712	DEGS; sphingolipid 4-desaturase/C4-monooxygenase [EC:1.14.19.17 1.14.18.5]	http://www.genome.jp/dbget-bin/www_bget?ko:K04712	ko00600;ko01100;ko04071
LOC127970527	K23012	TYSND1; peroxisomal leader peptide-processing protease [EC:3.4.21.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K23012	_
LOC127970529	K07953	SAR1; GTP-binding protein SAR1 [EC:3.6.5.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K07953	ko04141;ko05134
LOC127970534	K10407	KLC; kinesin light chain	http://www.genome.jp/dbget-bin/www_bget?ko:K10407	ko04814;ko05010;ko05012;ko05014;ko05016;ko05020;ko05022;ko05132
LOC127970536	K09559	BAG5; BCL2-associated athanogene 5	http://www.genome.jp/dbget-bin/www_bget?ko:K09559	_
LOC127970537	K06047	TTL; tubulin---tyrosine ligase [EC:6.3.2.25]	http://www.genome.jp/dbget-bin/www_bget?ko:K06047	_
LOC127970538	K23506	APOPT1; apoptogenic protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K23506	_
LOC127970542	K26421	FHIP2, FAM160B; FHF complex subunit HOOK interacting protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K26421	_
LOC127970546	K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]	http://www.genome.jp/dbget-bin/www_bget?ko:K00799	ko00480;ko00980;ko00982;ko00983;ko01100;ko01524;ko04212;ko05200;ko05204;ko05207;ko05208;ko05225;ko05418
LOC127970547	K09401	FOXI; forkhead box protein I	http://www.genome.jp/dbget-bin/www_bget?ko:K09401	_
LOC127970552	K24340	COL19A; collagen type XIX alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K24340	ko04974
LOC127970558	K06746	B7H3, CD276; immune costimulatory protein B7-H3	http://www.genome.jp/dbget-bin/www_bget?ko:K06746	ko04514
LOC127970559	K24956	ZBTB8OS; protein archease	http://www.genome.jp/dbget-bin/www_bget?ko:K24956	_
LOC127970562	K19993	PLEK; pleckstrin	http://www.genome.jp/dbget-bin/www_bget?ko:K19993	_
LOC127970563	K23931	FAM83H; protein FAM83H	http://www.genome.jp/dbget-bin/www_bget?ko:K23931	_
LOC127970567	K04378	SRF; serum response factor	http://www.genome.jp/dbget-bin/www_bget?ko:K04378	ko04010;ko04022;ko05166;ko05203
LOC127970568	K22614	NLRC3, NOD3; NLR family CARD domain-containing protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K22614	_
LOC127970570	K09624	PRSS12; neurotrypsin [EC:3.4.21.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K09624	_
LOC127970572	K04899	KCNF1, KV5.1; potassium voltage-gated channel subfamily F member 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04899	_
LOC127970573	K08798	MARK; MAP/microtubule affinity-regulating kinase [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K08798	_
LOC127970574	K03262	EIF5; translation initiation factor 5	http://www.genome.jp/dbget-bin/www_bget?ko:K03262	ko04214
LOC127970575	K00933	E2.7.3.2; creatine kinase [EC:2.7.3.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K00933	ko00330;ko01100
LOC127970576	K07442	TRM61, GCD14; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]	http://www.genome.jp/dbget-bin/www_bget?ko:K07442	_
LOC127970578	K15084	SLC25A16, GDA, LEU5; solute carrier family 25 (mitochondrial carrier protein), member 16	http://www.genome.jp/dbget-bin/www_bget?ko:K15084	_
LOC127970582	K23609	C9ORF72; guanine nucleotide exchange protein C9orf72	http://www.genome.jp/dbget-bin/www_bget?ko:K23609	ko04140;ko05014;ko05022
LOC127970585	K17510	STYK1; tyrosine-protein kinase STYK1 [EC:2.7.10.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K17510	_
LOC127970586	K01689	ENO, eno; enolase [EC:4.2.1.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K01689	ko00010;ko00680;ko01100;ko01110;ko01120;ko01200;ko01230;ko03018;ko04066
LOC127970588	K00757	udp, UPP; uridine phosphorylase [EC:2.4.2.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K00757	ko00240;ko00983;ko01100;ko01232
LOC127970590	K26158	STMN2_3_4; stathmin 2/3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K26158	_
LOC127970591	K12336	NPPC; natriuretic peptide C	http://www.genome.jp/dbget-bin/www_bget?ko:K12336	ko04022;ko04270;ko05418
LOC127970592	K12336	NPPC; natriuretic peptide C	http://www.genome.jp/dbget-bin/www_bget?ko:K12336	ko04022;ko04270;ko05418
LOC127970596	K24779	ZFYVE21; zinc finger FYVE domain-containing protein 21	http://www.genome.jp/dbget-bin/www_bget?ko:K24779	_
LOC127970598	K24526	RBM12; RNA-binding protein 12	http://www.genome.jp/dbget-bin/www_bget?ko:K24526	_
LOC127970601	K24495	MYOM; myomesin	http://www.genome.jp/dbget-bin/www_bget?ko:K24495	_
LOC127970604	K19993	PLEK; pleckstrin	http://www.genome.jp/dbget-bin/www_bget?ko:K19993	_
LOC127970606	K05866	CDC25B; M-phase inducer phosphatase 2 [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K05866	ko04010;ko04110;ko04914;ko05206
LOC127970607	K12484	RAB11FIP1_2_5; Rab11 family-interacting protein 1/2/5	http://www.genome.jp/dbget-bin/www_bget?ko:K12484	ko04144
LOC127970613	K00844	HK; hexokinase [EC:2.7.1.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K00844	ko00010;ko00051;ko00052;ko00500;ko00520;ko00521;ko00524;ko01100;ko01110;ko01120;ko01200;ko01250;ko04066;ko04910;ko04930;ko04973;ko05131;ko05230
LOC127970614	K17297	TSPAN15; tetraspanin-15	http://www.genome.jp/dbget-bin/www_bget?ko:K17297	_
LOC127970615	K04223	TACR2; tachykinin receptor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K04223	ko04020;ko04080
LOC127970616	K26127	SLF2; SMC5-SMC6 complex localization factor protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K26127	_
LOC127970617	K06521	SEMA4, CD100; semaphorin 4	http://www.genome.jp/dbget-bin/www_bget?ko:K06521	ko04360
LOC127970618	K28026	transmembrane protein 87	http://www.genome.jp/dbget-bin/www_bget?ko:K28026	_
LOC127970619	K11251	H2A; histone H2A	http://www.genome.jp/dbget-bin/www_bget?ko:K11251	ko04217;ko04613;ko05034;ko05322
LOC127970623	K17495	CSMD; CUB and sushi domain-containing protein	http://www.genome.jp/dbget-bin/www_bget?ko:K17495	_
LOC127970639	K13523	AGPAT3_4; lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K13523	ko00561;ko00564;ko01100;ko01110;ko04072
LOC127970640	K23368	TRIP11; thyroid receptor-interacting protein 11	http://www.genome.jp/dbget-bin/www_bget?ko:K23368	_
LOC127970643	K17843	KHDRBS2, SLM1; KH domain-containing, RNA-binding, signal transduction-associated protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K17843	_
LOC127970646	K10481	BTBD9; BTB/POZ domain-containing protein 9	http://www.genome.jp/dbget-bin/www_bget?ko:K10481	_
LOC127970649	K24332	ATRN; attractin	http://www.genome.jp/dbget-bin/www_bget?ko:K24332	_
LOC127970650	K08860	EIF2AK3; eukaryotic translation initiation factor 2-alpha kinase 3 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K08860	ko04137;ko04140;ko04141;ko04210;ko04214;ko04932;ko05010;ko05012;ko05014;ko05020;ko05022;ko05160;ko05162;ko05168;ko05417
LOC127970651	K19895	GFRA; GDNF family receptor alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K19895	_
LOC127970654	K02259	COX15, ctaA; heme a synthase [EC:1.17.99.9]	http://www.genome.jp/dbget-bin/www_bget?ko:K02259	ko00190;ko00860;ko01100;ko01110;ko01240;ko02020;ko04714
LOC127970655	K10262	FBXW4, SHFM3; F-box and WD-40 domain protein 4	http://www.genome.jp/dbget-bin/www_bget?ko:K10262	_
LOC127970657	K24486	FNDC4_5; fibronectin type III domain-containing protein 4/5	http://www.genome.jp/dbget-bin/www_bget?ko:K24486	_
LOC127970659	K11802	DCAF10; DDB1- and CUL4-associated factor 10	http://www.genome.jp/dbget-bin/www_bget?ko:K11802	_
LOC127970662	K17834	MB21D1; cyclic GMP-AMP synthase [EC:2.7.7.86]	http://www.genome.jp/dbget-bin/www_bget?ko:K17834	ko04623;ko05131;ko05163;ko05168;ko05170;ko05171
